cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20689655172413793,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.24370198320528852,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.13218390804597702,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.09278350515463918,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.04310344827586207,False,
GSE300288,GSM9057713,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,29,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.11162460007109846,False,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07676578341995399,True,Cldn4;Slc4a11
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07812092214006089,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.0643313298271976,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.45594765132040194,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20615604867573367,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5060805892176594,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.22176308539944903,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11915310556360229,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06611570247933884,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,121,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.1407514697111698,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07548488554953696,True,Cldn4;Slc4a11
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07528991971454058,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.06259630200308167,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4662106226308222,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.21295431291427552,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.2933608500922104,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.1638418079096045,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11095579241656474,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.056208924247665173,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,59,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.1352437532762537,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07651018147737923,True,Cldn4;Slc4a11
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07777294475859069,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.06564613072877536,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.45626633240561726,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20578729311728597,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.5068085470817454,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.23553719008264462,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.11787509585072847,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06653735874515096,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,121,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13572463150719946,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.07461121789271362,True,Cldn4;Slc4a11
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.07332738626226581,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.061825885978428356,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.46533920090627856,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.20841674451710487,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.28927724598226046,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.17796610169491525,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.1088589900401887,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.05551712210307852,True,
GSE300288,GSM9057716,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,59,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13349641796260703,True,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HPCS_author_top100,author_notebook_top100_marker_signature,97,100,0.97,0.09099058718063648,False,Cldn4;Slc4a11
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HPCS_excluding_operational_markers,source_signature_minus_label_genes,95,98,0.9693877551020408,0.0919908466819222,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,88,91,0.967032967032967,0.08053359683794466,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,389,398,0.9773869346733668,0.4315412987593607,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,398,0.957286432160804,0.21636425881547416,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,386,399,0.9674185463659147,0.506082451002478,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.21014492753623185,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,194,199,0.9748743718592965,0.12012550425818017,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06654835847382432,False,
GSE300288,GSM9057717,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,23,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,194,200,0.97,0.13222770058269834,False,
